"REF_DATE","GEO","DGUID","Labour force characteristics","Population centre and rural areas","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-12","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","4.8","","","","1"
"2022-01","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","5.9","","","","1"
"2022-02","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","5.4","","","","1"
"2022-03","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","5.1","","","","1"
"2022-04","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","4.6","","","","1"
"2022-05","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","3.3","","","","1"
"2022-06","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","3.6","","","","1"
"2022-07","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","4.6","","","","1"
"2022-08","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","5.1","","","","1"
"2022-09","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","3.3","","","","1"
"2022-10","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","2.6","","","","1"
"2022-11","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","3.3","","","","1"
"2022-12","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","3.5","","","","1"
"2023-01","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","4.1","","","","1"
"2023-02","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","5.0","","","","1"
"2023-03","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","3.7","","","","1"
"2023-04","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","3.6","","","","1"
"2023-05","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","3.4","","","","1"
"2023-06","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","2.9","","","","1"
"2023-07","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","4.5","","","","1"
"2023-08","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","6.2","","","","1"
"2023-09","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","4.7","","","","1"
"2023-10","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","4.8","","","","1"
"2023-11","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","5.7","","","","1"
"2023-12","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","6.4","","","","1"
"2024-01","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","6.6","","","","1"
"2024-02","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","5.9","","","","1"
"2024-03","Canada","2016A000011124","Unemployment rate","Fringe","Both sexes","15 years and over","Percentage","242","units","0","v1234978976","1.8.4.1.1","5.1","","","","1"
"2011-11","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.2","","","","1"
"2011-12","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.0","","","","1"
"2012-01","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","7.3","","","","1"
"2012-02","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","7.1","","","","1"
"2012-03","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.7","","","","1"
"2012-04","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.2","","","","1"
"2012-05","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.6","","","","1"
"2012-06","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.5","","","","1"
"2012-07","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.6","","","","1"
"2012-08","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.1","","","","1"
"2012-09","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.8","","","","1"
"2012-10","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.7","","","","1"
"2012-11","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.7","","","","1"
"2012-12","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.4","","","","1"
"2013-01","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","7.2","","","","1"
"2013-02","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","7.4","","","","1"
"2013-03","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.9","","","","1"
"2013-04","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.6","","","","1"
"2013-05","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.8","","","","1"
"2013-06","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.8","","","","1"
"2013-07","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.9","","","","1"
"2013-08","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.3","","","","1"
"2013-09","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.1","","","","1"
"2013-10","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.1","","","","1"
"2013-11","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.5","","","","1"
"2013-12","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.2","","","","1"
"2014-01","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","7.7","","","","1"
"2014-02","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.8","","","","1"
"2014-03","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.8","","","","1"
"2014-04","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","7.1","","","","1"
"2014-05","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.6","","","","1"
"2014-06","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.4","","","","1"
"2014-07","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.7","","","","1"
"2014-08","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.8","","","","1"
"2014-09","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.1","","","","1"
"2014-10","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.1","","","","1"
"2014-11","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.1","","","","1"
"2014-12","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.7","","","","1"
"2015-01","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.6","","","","1"
"2015-02","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.8","","","","1"
"2015-03","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","7.4","","","","1"
"2015-04","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.7","","","","1"
"2015-05","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.2","","","","1"
"2015-06","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.9","","","","1"
"2015-07","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.7","","","","1"
"2015-08","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.2","","","","1"
"2015-09","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.9","","","","1"
"2015-10","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.8","","","","1"
"2015-11","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.9","","","","1"
"2015-12","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.1","","","","1"
"2016-01","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.7","","","","1"
"2016-02","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.8","","","","1"
"2016-03","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.8","","","","1"
"2016-04","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.9","","","","1"
"2016-05","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.7","","","","1"
"2016-06","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.6","","","","1"
"2016-07","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.3","","","","1"
"2016-08","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.3","","","","1"
"2016-09","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.2","","","","1"
"2016-10","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.2","","","","1"
"2016-11","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.4","","","","1"
"2016-12","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.5","","","","1"
"2017-01","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.7","","","","1"
"2017-02","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.4","","","","1"
"2017-03","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.9","","","","1"
"2017-04","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.6","","","","1"
"2017-05","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.3","","","","1"
"2017-06","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.6","","","","1"
"2017-07","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.2","","","","1"
"2017-08","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.2","","","","1"
"2017-09","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.4","","","","1"
"2017-10","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.5","","","","1"
"2017-11","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.3","","","","1"
"2017-12","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.4","","","","1"
"2018-01","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.4","","","","1"
"2018-02","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.2","","","","1"
"2018-03","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.4","","","","1"
"2018-04","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.3","","","","1"
"2018-05","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.2","","","","1"
"2018-06","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","3.4","","","","1"
"2018-07","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.1","","","","1"
"2018-08","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.1","","","","1"
"2018-09","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.0","","","","1"
"2018-10","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","3.4","","","","1"
"2018-11","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.2","","","","1"
"2018-12","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.5","","","","1"
"2019-01","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.6","","","","1"
"2019-02","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.2","","","","1"
"2019-03","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.0","","","","1"
"2019-04","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.9","","","","1"
"2019-05","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.7","","","","1"
"2019-06","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.0","","","","1"
"2019-07","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.7","","","","1"
"2019-08","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.7","","","","1"
"2019-09","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","3.8","","","","1"
"2019-10","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","3.9","","","","1"
"2019-11","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.0","","","","1"
"2019-12","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.5","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.8","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.6","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","9.3","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","13.9","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","12.0","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","10.1","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","8.6","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","9.2","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.9","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.6","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.9","","","","1"
"2020-12","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","7.2","","","","1"
"2021-01","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","8.2","","","","1"
"2021-02","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.8","","","","1"
"2021-03","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.9","","","","1"
"2021-04","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.0","","","","1"
"2021-05","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.0","","","","1"
"2021-06","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.3","","","","1"
"2021-07","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.7","","","","1"
"2021-08","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","6.4","","","","1"
"2021-09","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.6","","","","1"
"2021-10","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.3","","","","1"
"2021-11","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.6","","","","1"
"2021-12","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.0","","","","1"
"2022-01","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.8","","","","1"
"2022-02","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.6","","","","1"
"2022-03","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.0","","","","1"
"2022-04","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.9","","","","1"
"2022-05","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.1","","","","1"
"2022-06","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","3.6","","","","1"
"2022-07","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.1","","","","1"
"2022-08","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.2","","","","1"
"2022-09","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.1","","","","1"
"2022-10","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.4","","","","1"
"2022-11","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","3.5","","","","1"
"2022-12","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","3.5","","","","1"
"2023-01","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.2","","","","1"
"2023-02","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.3","","","","1"
"2023-03","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.4","","","","1"
"2023-04","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.0","","","","1"
"2023-05","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.1","","","","1"
"2023-06","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.0","","","","1"
"2023-07","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.1","","","","1"
"2023-08","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.3","","","","1"
"2023-09","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.2","","","","1"
"2023-10","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","3.9","","","","1"
"2023-11","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","3.9","","","","1"
"2023-12","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","4.1","","","","1"
"2024-01","Canada","2016A000011124","Unemployment rate","Rural area","Both sexes","15 years and over","Percentage","242","units","0","v1234979003","1.8.5.1.1","5.1","","","","1"
